corpus;text
23;CILIATED NASAL POLYP EPITHELIUM FROM PATIENTS WITH ALLERGIC RHINITIS AND PATIENTS WITH CYSTIC FIBROSIS WAS MAINTAINED IN ORGAN CULTURE FOR HOURS EXPLANTED EPITHELIUM RETAINED ITS MORPHOLOGIC CHARACTERISTICS AND INCORPORATED SO AND H INTO BLOOD GROUP SPECIFIC GLYCOPROTEINS THAT WERE SECRETED INTO THE MEDIUM THROUGHOUT THE CULTURE PERIOD LABELED MUCOUS GLYCOPROTEIN WAS SOLUBILIZED BY REDUCTION AND ALKYLATION THEN PURIFIED BY GEL FILTRATION CHROMATOGRAPHY PURIFIED GLYCOPROTEIN WAS FURTHER SEPARATED ON DIETHYLAMINOETHYL DEAE CELLULOSE COLUMNS INTO BLOOD GROUP ACTIVE FRACTIONS THESE FRACTIONS HAD SIMILAR AMINO ACID COMPOSITIONS BUT DIFFERED IN N ACETYL NEURAMINIC ACID AND FUCOSE CONTENT AND IN RELATIVE INCORPORATION OF SO AND H GLUCOSAMINE BLOOD GROUP GLYCOPROTEINS FROM POLYP EPITHELIUM OF PATIENTS WITH ALLERGIC RHINITIS AND CYSTIC FIBROSIS WERE INDISTINGUISHABLE IN MANY RESPECTS HOWEVER THE SO PER H RATIO OF ALL GLYCOPROTEIN FRACTIONS FROM PATIENTS WITH CYSTIC FIBROSIS EXCEEDED THAT OF THE CORRESPONDING FRACTIONS FROM SECRETIONS OF PATIENTS WITH ALLERGIC RHINITIS
24;THE PRESSURE VOLUME BEHAVIOR OF THE LUNG WAS STUDIED IN PATIENTS WITH CYSTIC FIBROSIS ISOVOLUME FLOW PRESSURE RELATIONSHIPS WERE MEASURED IN OF THESE PATIENTS AND A MODIFICATION OF THE FLOW VOLUME TEST WAS EVALUATED FOR DETECTION OF FLOW REDUCTION IN A SEPARATE GROUP OF PATIENTS RELATIVE TO RESULTS IN A CONTROL GROUP OF NORMAL SUBJECTS OF THE PATIENTS HAD GROSSLY ABNORMAL PRESSURE VOLUME CURVES WITH EXCESSIVE STIFFNESS OF THE LUNG NEAR MAXIMUM VOLUME AND LOSS OF RECOIL AT LOWER VOLUME CLOSING VOLUMES IN THESE PATIENTS WERE OFTEN HIGH ENOUGH TO CAUSE SIGNIFICANT DISTURBANCES IN GAS EXCHANGE AND THE ELEVATED CLOSING VOLUMES WERE QUANTITATIVELY EXPLAINED BY THE LOW VALUES FOR ELASTIC RECOIL THE MODIFIED FLOW VOLUME TEST DETECTED MILD FLOW REDUCTION IN MANY PATIENTS WHO OTHERWISE HAD NORMAL PULMONARY FUNCTION TESTS LOSS OF RECOIL PER SE DID NOT ACCOUNT FOR THE LOW MAXIMUM EXPIRATORY FLOWS SINCE UPSTREAM RESISTANCES WERE HIGH HOWEVER PRESSURE FLOW CURVES WERE EFFORT DEPENDENT AT HIGH LUNG VOLUMES EVEN IN PATIENTS WITH SEVERE AIRWAY OBSTRUCTION SHOWING THAT TIME CONSTANTS OF EMPTYING VARIED WIDELY IN THESE PATIENTS IT WAS CONCLUDED THAT DETERIORATION OF LUNG FUNCTION IN CYSTIC FIBROSIS INVOLVES MORE THAN AIRWAY OBSTRUCTION AND THAT THE WORSENING GAS TRAPPING IS EXPLAINED BY A PROGRESSIVE LOSS OF LUNG ELASTIC RECOIL
25;USE OF BLAND AEROSOLS PARTICULARLY MIST TENTS IN THE TREATMENT OF LOWER RESPIRATORY DISEASE WAS REVIEWED AND NO CONVINCING EVIDENCE OF EFFICACY WAS FOUND THIS IS NOT SURPRISING BECAUSE THERE IS EVIDENCE THAT MIST TENTS DEPOSIT LITTLE WATER IN THE LOWER RESPIRATORY TRACT MIST TENTS MAY BE DETRIMENTAL IN SOME CASES BECAUSE OF BACTERIAL CONTAMINATION AND BECAUSE THEY CAN CAUSE BRONCHOSPASM
26;PLASMA ARGININE ESTERASE ACTIVITY WAS MEASURED IN YOUNG ADULT PATIENTS WITH CYSTIC FIBROSIS AND IN CONTROL SUBJECTS THE ENZYME WAS ACTIVATED BY TREATING THE PLASMA WITH CHLOROFORM AND ELLAGIC ACID IN THE MANNER DESCRIBED BY RAO AND ASSOCIATES NO DIFFERENCE WAS FOUND EITHER BETWEEN THE ARGININE ESTERASE ACTIVITIES OF THE PATIENTS WITH CYSTIC FIBROSIS AND THE CONTROL SUBJECTS OR BETWEEN THE DEGREES OF ACTIVITY INHIBITED BY SOYBEAN TRYPSIN INHIBITOR THUS THE FINDINGS OF RAO AND ASSOCIATES OF A DEFICIENCY OF ARGININE ESTERASE ACTIVITY IN THE PLASMA OF PATIENTS WITH CYSTIC FIBROSIS WERE NOT CONFIRMED
27;IN SPITE OF THE WIDESPREAD CLINICAL IMPRESSION THAT PULMONARY PHYSICAL THERAPY INCLUDING BREATHING EXERCISES IS HELPFUL IN THE PEDIATRIC AGE GROUP OBJECTIVE DEMONSTRATION OF THE VALUE OF THE VARIOUS MANEUVERS IS FOR THE MOST PART LACKING THERE IS EVIDENCE THAT THE VOLUME OF SPUTUM PRODUCED OVER SHORT PERIODS OF TIME IN PATIENTS WITH CYSTIC FIBROSIS IS INCREASED WHEN COUGH IS ACCOMPANIED BY POSTURAL DRAINAGE AND PULMONARY PHYSICAL THERAPY BUT THE LONG TERM EFFECT OF THE VARIOUS MANEUVERS ON THE COURSE OF THE CHRONIC PULMONARY DISEASE REMAINS UNKNOWN
28;THE PRESENT STUDY POINTS OUT THE SIMPLICITY AND EASE OF USING FINGERNAILS AND TOENAILS TO MEASURE ELECTROLYTE LEVELS AS A TEST FOR CYSTIC FIBROSIS PROCEDURES AND VARIOUS EFFECTS ON THE RANGES OF VALUES FOR DIFFERENT CATEGORIES OF HEALTHY AND DISEASED SUBJECTS ARE DISCUSSED AND THE LIMITATIONS OF THE METHOD ARE INDICATED
29;AN EAR NOSE THROAT SURVEY WAS CARRIED OUT ON CHILDREN AGED TO YEARS WITH CYSTIC FIBROSIS WERE SHOWN TO BE TRANSIENTLY DEAF ASSOCIATED WITH EUSTACHIAN TUBE DYSFUNCTION THERE WERE NO CONFIRMED CASES OF SECRETORY OTITIS MEDIA CHILDREN WERE FOUND TO HAVE NASAL POLYPS OR GAVE A HISTORY OF POLYPECTOMY THOUGH A HIGH INCIDENCE OF MIDDLE EAR PROBLEMS IN CHILDREN WITH CYSTIC FIBROSIS HAS BEEN REPORTED IN THE U S A NEITHER DEAFNESS NOR SECRETORY OTITIS MEDIA WAS FOUND TO BE A PROBLEM IN THE GROUP STUDIED
30;PATIENTS WITH CYSTIC FIBROSIS HAVE TOCOPHEROL DEFICIENCY PRESUMABLY AS A RESULT OF STEATORRHOEA EVIDENCE FOR POSSIBLE MUSCULAR INVOLVEMENT IN CYSTIC FIBROSIS PATIENTS IS CLINICAL MUSCULAR WEAKNESS AND WASTING IN MANY PATIENTS BIOCHEMICAL CREATINURIA ON A CREATINE POOR DIET WITH REVERSAL OF THIS FINDING AFTER INGESTION OF TOCOPHEROL ESTERS ACCOMPANIED BY A DECREASE IN CREATINE IN PLASMA AND AN INCREASE IN CREATINE IN MUSCLE AND PATHOLOGICAL FOCAL LESIONS IN SKELETAL MUSCLE RESEMBLING NUTRITIONAL MUSCULAR DYSTROPHY AND CEROID PIGMENT IN SMOOTH MUSCLE MUSCLE STRENGTH WAS MEASURED WITH A BULB ERGOGRAPH IN PATIENTS WITH CYSTIC FIBROSIS ATTENDING THE CLINICS AT THE BABIES HOSPITAL COLUMBIA PRESBYTERIAN MEDICAL CENTER NEW YORK IN A DOUBLE BLIND STUDY IN WHICH HALF THE CASES RECEIVED TOCOPHEROL ORALLY AND THE REMAINDER PLACEBO NO SIGNIFICANT INCREASE IN MUSCLE STRENGTH WAS FOUND IN THOSE PATIENTS RECEIVING TOCOPHEROL OVER A PERIOD OF MONTHS AS COMPARED TO THE PLACEBO GROUP BLOOD TOCOPHEROL LEVELS IN THE TREATED GROUP RETURNED TO NORMAL
31;THE HYPOTHESIS THAT MIST TENT THERAPY DECREASES THE VISCOSITY OF SPUTUM BY DIRECT LIQUEFACTION OF THE SPUTUM IN THE LOWER RESPIRATORY TRACT WAS TESTED IN PATIENTS WITH CYSTIC FIBROSIS CF THE FIRST NIGHT ALL PATIENTS SLEPT WITHOUT THE MIST TENT AND THE FIRST MORNING SPUTUM WAS COLLECTED FOR ANALYSIS THE FOLLOWING NIGHTS PATIENTS WERE RANDOMLY ALLOCATED TO A TENT SUPPLIED BY EITHER A JET OR ULTRASONIC NEBULIZER THE EARLY MORNING SPUTUM WAS ANALYSED FOR VOLUME VISCOSITY WATER CONTENT AND DNA CONTENT AN INDEX OF PURULENCE THERE WAS NO RELATION BETWEEN SPUTUM VISCOSITY AND DNA CONTENT WATER CONTENT OR VOLUME FURTHERMORE THERE WAS NO CONSISTENT RELATION BETWEEN SPUTUM VISCOSITY OR VOLUME EXPECTORATED AND THE PRESENCE OR ABSENCE OF AN HOUR STAY IN THE TENT WITH EITHER METHOD OF WATER NEBULIZATION THESE RESULTS THEREFORE SUGGEST THAT MIST THERAPY DOES NOT CONSISTENTLY INFLUENCE SPUTUM VISCOSITY OR VOLUME IN PATIENTS WITH CF ABOVE A SPUTUM WATER CONTENT OF FURTHER INCREASES IN WATER CONTENT DO NOT INFLUENCE VISCOSITY
32;TWO SISTERS ARE DESCRIBED WITH FATAL CHRONIC OBSTRUCTIVE LUNG DISEASE OF UNKNOWN ORIGIN THE LUNG CONDITION WAS CLINICALLY AND HISTOLOGICALLY INDISTINGUISHABLE FROM CYSTIC FIBROSIS AND THE SALIVARY GLANDS SHOWED PATHOLOGICAL CHANGES EXPECTED IN CYSTIC FIBROSIS NEITHER CHILD HAD ABNORMAL SWEAT ELECTROLYTES THEY HAD NO BOWEL SYMPTOMS AND THE PANCREAS WAS NORMAL AT NECROPSY
33;CELLULOSE ACETATE STRIP ELECTROPHORESIS WAS FOUND TO BE NOT SUFFICIENTLY RELIABLE TO DIFFERENTIATE BETWEEN NORMAL AND CF MECONIUM BUT MARKED DIFFERENCES WERE OBTAINED WHEN QUANTITATIVE IMMUNOELECTROPHORETIC METHODS WERE EMPLOYED NORMAL MECONIUM WAS SHOWN TO CONTAIN ALPHA ANTITRYPSIN AND ALPHA ANTICHYMOTRYPSIN AND MOST SAMPLES CONTAINED LOW CONCENTRATIONS OF ALBUMIN AND MEASURABLE AMOUNTS OF A VARIETY OF OTHER PLASMA PROTEINS IT IS SUGGESTED THAT QUANTITATIVE IMMUNOELECTROPHORESIS COULD BE USED AS A MEANS OF CONFIRMING THE DIAGNOSIS OF CF IF POSITIVE RESULTS ARE OBTAINED WHEN MECONIUM SPECIMENS ARE SCREENED WITH TEST STRIPS
34;THE COEXISTENCE OF CYSTIC FIBROSIS AND COELIAC DISEASE HAS RECENTLY BEEN REPORTED AND IT HAS BEEN SUGGESTED THAT CYSTIC FIBROSIS MAY PREDISPOSE TO THE LATER DEVELOPMENT OF COELIAC DISEASE THE DIAGNOSIS OF COELIAC DISEASE IS LARGELY DEPENDENT UPON THE DEMONSTRATION OF HISTOLOGICAL CHANGES IN THE SMALL INTESTINE BUT JEJUNAL BIOPSY MAY BE DISTRESSING TO A SMALL CHILD IT IS SUGGESTED THAT FOOD PROTEIN ANTIBODY STUDIES MAY BE OF VALUE IN THE INVESTIGATION OF CHILDREN WITH CYSTIC FIBROSIS IN WHOM GLUTEN SENSITIVITY IS SUSPECTED IN THE FOLLOWING CASE THE DECISION TO PERFORM A JEJUNAL BIOPSY WAS MADE WHEN THESE STUDIES WERE POSITIVE FOOD PROTEIN ANTIBODY TO CEREAL ANTIGENS WHEAT OATMEAL AND GLUTEN AND TO RUMINANT ANTIGENS COW S MILK AND CALF SERUM WERE PERSISTENTLY DETECTED IN THE PATIENT S BLOOD JEJUNAL BIOPSY SHOWED PARTIAL VILLOUS ATROPHY WITH SHORTENING BROADENING AND BRANCHING OF THE VILLI THERE WAS A SATISFACTORY CLINICAL IMPROVEMENT AFTER GLUTEN RESTRICTION
35;A SIMPLE IMMUNOCHEMICAL TECHNIQUE UTILIZING SINGLE RADIAL IMMUNODIFFUSION FOR THE DEMONSTRATION OF ALBUMIN IN HUMAN MECONIUM IS DESCRIBED A COMPARISON OF THIS TECHNIQUE WITH THE MORE WIDELY USED SULPHOSALICYLIC ACID PRECIPITATION METHOD IS REPORTED WE ALSO HAVE ATTEMPTED TO DETERMINE THE NORMAL LEVELS OF ALBUMIN IN MECONIUM
37;NEONATAL PERITONITIS REMAINS A DANGEROUS CONDITION FACTORS COMPLICATING DIAGNOSIS AND MANAGEMENT INCLUDE ITS LOW INCIDENCE THE DIVERSITY OF AETIOLOGICAL FACTORS FOUND AND THE SEVERITY OF UNDERLYING OR ASSOCIATED DISEASE CASES PRESENTING SINCE AT SOUTHMEAD GENERAL HOSPITAL WERE REVIEWED THIRTEEN AETIOLOGICAL FACTORS RELATING TO MOTHER OR BABY WERE FOUND INFANTS WERE PREMATURE HAD SEVERE RESPIRATORY PROBLEMS AT BIRTH MATERNAL HYDRAMNIOS WAS PRESENT IN BABIES HAD HAD EXCHANGE TRANSFUSION THE COMMONEST FINDINGS WERE GANGRENOUS VOLVULUS AND CYSTIC FIBROSIS COMBINED FACTORS WERE OFTEN PRESENT THE USUAL PRESENTATION IS WITH BILIOUS VOMITING ABDOMINAL DISTENSION AND FAILURE TO PASS NORMAL MECONIUM CASES HAD DISTENDED ABDOMENS AT BIRTH PLAIN ABDOMINAL X RAYS ARE OF GREAT DIAGNOSTIC VALUE PNEUMOPERITONEUM IS DIAGNOSTIC BUT ABSENT FROM EARLY FILMS TREATMENT IS SURGICAL CLOSE LIAISON WITH THE PAEDIATRICIAN WHO SEES THE BABY FIRST IS ESSENTIAL IN ASSESSING RESULTS IT IS POINTED OUT THAT MANY OF THESE BABIES ARE SMALL AND OR SUFFERING FROM SERIOUS CONDITIONS SUCH AS HAEMOLYTIC DISEASE CYSTIC FIBROSIS OR GANGRENOUS VOLVULUS CASES WERE CONSIDERED UNFIT FOR SURGERY OF SUBMITTED TO SURGERY SURVIVED MOSTLY IN THE LATTER PART OF THE SERIES
38;THE VALUE OF DETECTING ALBUMIN IN MECONIUM AS A SCREENING PROCEDURE FOR CYSTIC FIBROSIS CF HAS BEEN ASSESSED ON SAMPLES IN SOUTH WALES AND NORTH STAFFORDSHIRE OVER A YEAR PERIOD SIMULTANEOUSLY FOUR METHODS OF DETECTING ALBUMIN WERE EVALUATED CASES OF CF WERE DETECTED DETECTION RATE BEING THE INCIDENCE OF THE DISEASE IN THE POPULATION SCREENED WAS IN CONFIRMED BY CLINICAL AND OTHER TEST PROCEDURES CASES OF CF WITHOUT IMPAIRMENT OF PANCREATIC FUNCTION ARE LIKELY TO BE MISSED BY SCREENING METHODS WHICH DEPEND ON THE PRESENCE OF ALBUMIN IN MECONIUM
39;FOR CAUCASIANS OF EUROPEAN ORIGIN CYSTIC FIBROSIS CF REMAINS THE COMMONEST RECOGNIZED AUTOSOMAL RECESSIVE DISORDER BUT IT APPEARS TO BE A RARITY AMONG THE COLOURED RACES FOR A TIME RECORDS MAY HAVE SUGGESTED AN ASSOCIATION BETWEEN CF AND WHITENESS IN RECENT YEARS HOWEVER INSTANCE OF CF CHILDREN HAVE BEEN DESCRIBED WHOSE RACIAL ORIGINS ARE NEGROID MONGOLOID AND NON EUROPEAN CAUCASOID THE PRESENT CASE REPORTS CONCERN PAKISTANI CHILDREN BORN IN BIRMINGHAM IN WHOM CF HAS BEEN CONFIRMED OF THE CASES AND WERE BROTHER AND SISTER THE PRESENT INCIDENCE OF THIS DISEASE AMONG ASIAN IMMIGRANTS IN THE WEST MIDLANDS IS APPROXIMATELY
40;CALCIUM PHOSPHATE WHICH PRECIPITATES IN SUBMANDIBULAR SALIVA OF PATIENTS WITH CYSTIC FIBROSIS BECAUSE OF ELEVATED CALCIUM CONCENTRATIONS WAS SHOWN BY ELECTRON MICROSCOPY TO TRANSFORM ON STANDING IN VITRO FROM AMORPHOUS CALCIUM PHOSPHATE GLOBULES TO STELLAR CLUSTERS OF HYDROXYAPATITE CRYSTALS AMORPHOUS GLOBULES APPEARED TO FORM AT REGULAR NUCLEATION POINTS ON A FINE NETWORK OF UNKNOWN NATURE HYDROXYAPATITE CRYSTAL FORMATION WAS CONFIRMED BY ELECTRON DIFFRACTION PATTERN AND CHEMICAL SOLUBILITY ZYMOGEN GRANULE SPHERULES INCLUSION BODIES WHICH ARE PRESENT IN GREATLY INCREASED NUMBERS IN CYSTIC FIBROSIS SUBMANDIBULAR SALIVA DISINTEGRATED ON STANDING FROM A HOMOGENEOUS APPEARANCE TO BEADED HOLLOW SPHERES
41;PANETH CELL METAPLASIA IS A VARIABLE FEATURE OF DIVERSE DISEASES OF THE COLON AND RECTUM PANETH CELLS ARE NUMEROUS IN THE ATROPHIC MUCOSA OF CHRONIC ULCERATIVE COLITIS IN SOME JUVENILE POLYPS AND AROUND COLLOID MUCINOUS CARCINOMAS MODERATE NUMBERS OF PANETH CELLS ARE FOUND IN CYSTIC FIBROSIS OF THE PANCREAS AMBEIC COLITIS AND IN VILLOUS ADENOMAS PANETH CELLS ARE SPARSE IN DIVERTICULITIS IN ADENOMATOUS POLYPS AND AROUND NONMUCINOUS CARCINOMAS IN THIS STUDY PANETH CELL METAPLASIA IS ASSOCIATED WITH MUCUS HYPERSECRETION AND MUCIN DEPOSITS IT IS SUGGESTED THAT ONE FUNCTION OF THE PANETH CELL IS TO CONTROL GASTROINTESTINAL MUCIN VISCOSITY
42;THE ASSOCIATION OF ANOMASIA AND HYPOGONADISM HAS BEEN REPORTED WITH INCREASING FREQUENCY OVER THE PAST SEVERAL YEARS THIS CASE REPORT OF KALLMAN S SYNDROME EMPHASIZES THE IMPORTANCE OF TESTING FOR ANOMASIA IN THOSE PATIENTS WHO MANIFEST ABNORMALITIES IN THEIR SEXUAL DEVELOPMENT
43;THE EFFECTS OF CYSTIC FIBROSIS ON VICTORIAN FAMILIES WITH ONE OR MORE AFFECTED CHILDREN WERE EXAMINED IN A STUDY CARRIED OUT BETWEEN AUGUST AND FEBRUARY THE SOCIAL AND EMOTIONAL PROBLEMS EXPERIENCED BY FAMILY MEMBERS PARTICULARLY THE PATIENTS AND MOTHERS ARE REPORTED ON AT ALL AGES SOCIALLY EMBARRASSING SYMPTOMS AND AWARENESS OF BEING DIFFERENT CREATE MAJOR PROBLEMS FOR THE PATIENT THE UNCERTAINTY OF PROGNOSIS AND DOUBTS ABOUT THE PROSPECTS OF EMPLOYMENT ARE SPECIALLY RELEVANT FOR THE TEENAGER IT IS SUGGESTED THAT THE PATIENT BE GIVEN AMPLE OPPORTUNITY FROM EARLY ADOLESCENCE ONWARD TO DISCUSS ALL ASPECTS OF HIS DISEASE AND THAT MORE APPROPRIATE PROVISION SHOULD BE MADE FOR THE TOTAL CARE OF ADULT PATIENTS MANY PROBLEMS SUCH AS DEPRESSION FEELINGS OF ISOLATION AND THE PHYSICAL DEMANDS OF CONSTANT TREATMENT WHICH THE PARENTS OF CHILDREN WITH CYSTIC FIBROSIS EXPERIENCE ARE PROBABLY SIMILAR TO THOSE CONFRONTING PARENTS OF OTHER CHRONICALLY ILL AND HANDICAPPED CHILDREN BUT SPECIAL DIFFICULTIES STEM FROM THE GENETIC BASIS OF CYSTIC FIBROSIS AND FROM THE KNOWLEDGE OF AN EVENTUALLY FATAL OUTCOME THE ROLES OF PROFESSIONAL MEMBERS OF THE MEDICAL TEAM ARE TOUCHED ON PARTICULARLY IN RELATION TO GENETIC COUNSELING AND THE PROVISION OF PRACTICAL AND EMOTIONAL SUPPORT TO PARENTS COMMENTS ARE MADE ON THE ESTABLISHMENT OF LAY ORGANISATIONS THE FINANCIAL STRAIN ASSOCIATED WITH OBTAINING REGULAR MEDICAL ATTENTION WAS LOOKED AT AND SUGGESTIONS ARE MADE FOR MINIMIZING THE ECONOMIC PROBLEMS OF CERTAIN VULNERABLE FAMILIES
44;MEMBRANE ASSOCIATED ATPASE ACTIVITIES OF HUMAN RED BLOOD CELLS WERE EXAMINED FOLLOWING THE ADDITION OF SPENT FIBROBLAST CULTURE MEDIA FROM NORMAL AND CYSTIC FIBROSIS CELL LINES IN COMPARISON TO NORMAL AND UNSPENT MEDIA THE CYSTIC FIBROSIS MEDIA CONSISTENTLY DEPRESSED THE ATPASE ACTIVITIES
45;CULTURED LYMPHOID CELLS OF BOTH HOMOZYGOTES AND HETEROZYGOTES FOR CYSTIC FIBROSIS COULD BE DISTINGUISHED FROM THOSE OF NORMALS BY GROWTH PATTERN GROSS CLUMPING AND A RELATIVE INCREASE IN DERMATAN SULFATE WITH A NORMAL TOTAL MUCOPOLYSACCHARIDE CONTENT LINES DERIVED FROM THE GENETIC MUCOPOLYSACCHARIDOSES ALSO HAD THESE CHARACTERISTICS BUT THEIR TOTAL MUCOPOLYSACCHARIDE CONTENT WAS MARKEDLY INCREASED THESE OBSERVATIONS SUPPORT THE HYPOTHESIS THAT THE CELLULAR DISTURBANCE IN CYSTIC FIBROSIS RESIDES IN THOSE CELLULAR REGIONS WHOSE FUNCTIONS WOULD BE ALTERED BY MUCOPOLYSACCHARIDE COMPOSITION
46;HEREDITARY ABNORMALITIES OF INTESTINAL TRANSPORT ARE RARE CONDITIONS BUT ARE OF DISPROPORTIONATE IMPORTANCE BECAUSE OF THE INFORMATION THEY GIVE REGARDING THE MECHANISMS OF INTESTINAL ABSORPTION IN MAN THE MAIN DISABILITY IS USUALLY DIARRHOEA BUT THERE MAY BE ABNORMALITIES FROM LACK OF ABSORPTION OF AN ESSENTIAL NUTRIENT OR OCCASIONALLY FROM ABSORPTION OF COMPOUNDS IN EXCESS DUE TO FAILURE OF A NORMAL CONTROL MECHANISM THESE DISEASES ARE EXPERIMENTS OF NATURE WHICH CANNOT BE EXACTLY SIMULATED IN THE LABORATORY ANIMAL AND THUS MAY ON OCCASIONS GIVE INFORMATION UNOBTAINABLE FROM OTHER SOURCES MOST OFTEN HOWEVER THEY CONFIRM THAT THE MECHANISMS OF ABSORPTION STUDIED IN DETAIL IN SMALLER MAMMALS ARE PROBABLY APPLICABLE TO MAN IN SOME OF THESE DISEASES THERE IS AN ASSOCIATED DEFECT OF TRANSPORT IN THE PROXIMAL RENAL TUBULES AS WELL AS IN THE GUT THEY FURNISH EVIDENCE THEREFORE THAT TRANSPORT PROCESSES ARE CLOSELY RELATED IN THE GUT AND IN THE KIDNEY OR AT LEAST THAT AN IMPORTANT STEP IN TRANSPORT IS IDENTICAL AT THE TWO SITES SUCH DISORDERS INCLUDE DISORDERS OF CARBOHYDRATE ABSORPTION HEREDITARY DEFECTS OF AMINO ACID ABSORPTION HEREDITARY DEFECTS IN THE ABSORPTION OF FAT HEREDITARY DISORDERS OF THE INTESTINAL ABSORPTION OF ELECTROLYTES AND HEREDITARY DEFECTS OF VITAMIN B ABSORPTION
47;ELASTICITY OF SPUTUM ELASTICITY OF SPUTUM HAS BEEN DETERMINED USING THE WEISSENBERG RHEOGONIOMETER BY OSCILLATORY TESTING OVER FREQUENCIES FROM TO C S SPUTUM WAS FROM PATIENTS WITH EITHER ASTHMA CHRONIC BRONCHITIS CYSTIC FIBROSIS OR BRONCHIECTASIS AND MACROSCOPICALLY MUCOID MUCOPURULENT OR PURULENT AS IN THE VISCOSITY PLOT OVER THIS SHEAR RATE RANGE TWO ZONES WITH A JUNCTIONAL REGION CAN BE DISTINGUISHED IN ZONE OVER THE LOWEST SHEAR RATES ELASTICITY INCREASES SLOWLY CHANGES LITTLE OVER A PLATEAU REGION AND THEN IN ZONE INCREASES SHARPLY IN CONTRAST TO THE VISCOSITY PLOT THE PLATEAU DOES NOT SHOW NOTHING BY C S SOME SAMPLES SHOW DECREASING ELASTICITY ALTHOUGH VARIANCE BETWEEN SAMPLES IS WIDE THERE IS NO LEVEL OF ELASTICITY CHARACTERISTIC OF EACH DISEASE OR OF ONE MACROSCOPIC APPEARANCE ELASTICITY AND VISCOSITY ARE CORRELATED MOST SIGNIFICANTLY AT THE LOWEST SHEAR RATES ASTHMATIC AND BRONCHIECTATIC SPUTA RESEMBLE EACH OTHER IN THAT THIS CORRELATION IS STILL SIGNIFICANT AT HIGHER SHEAR RATES CYSTIC FIBROSIS AND CHRONIC BRONCHITIC SPUTUM IN THAT IT IS NOT SINCE IN THESE LAST TWO MUCOUS GLAND HYPERTROPHY IS PRESENT IT MAY BE THAT THE SPUTUM HAS A HIGHER MUCUS COMPONENT
48;CONCENTRATIONS OF IMMUNOGLOBULINS WERE DETERMINED USING MANCINI METHOD AND WHO STANDARD IN SERA TAKEN DURING LONG TERM TREATMENT OF CHILDREN WITH C F FROM MONTHS TO YEARS OLD THEY WERE SHOWN TO DEPEND MARKEDLY ON THE CLINICAL STATE OF THE CHILDREN PARTICULARLY ON THE PRESENCE OF PULMONARY TRACT INFECTIOUS PROCESSES THESE INFECTIONS CAUSED A RISE IN IMMUNOGLOBULIN CONCENTRATION WITH PREDOMINANCE OF IGM IN C F CHILDREN AGED UP TO YRS AND WITH PREDOMINANCE OF IGG IN OLDER CHILDREN MEAN TITER OF ISOHEMAGGLUTININS IN CHILDREN WITH C F WAS HIGHER THAN IN HEALTHY CHILDREN LOW TITERS OF DIPHTHERIAL AND STAPHOLOCOCCAL ANTIBODIES WERE FOUND IN THE CASE OF ANTI DIPHTHERIA ANTIBODIES THIS CAN BE ATTRIBUTED TO THE FACT THAT THESE CHILDREN ARE NOT REGULARLY VACCINATED OWING TO THEIR POOR CLINICAL CONDITION AS TO THE LOW TITER OF ANTISTAPHYLOCOCCAL ANTIBODIES THIS IS A WELL KNOWN FINDING IN THE COURSE OF CHRONIC STAPHYLOCOCCAL INFECTIONS OF APPROPRIATE BACTERIOLOGICAL TESTS IN OUR C F CHILDREN FURTHERMORE THEIR LYMPHOCYTES SHOWED AN INCREASED BLASTIC TRANSFORMATION WHEN STIMULATED WITH STAPHYLOCOCCAL FILTRATE TRANSFORMATION OF PHA STIMULATED LYMPHOCYTES WAS NORMAL
49;A CROSS OVER TRIAL OF PANCREATIC ENZYME REPLACEMENT THERAPY HAS BEEN CONDUCTED ON CHILDREN WITH CYSTIC FIBROSIS USING PANCREX V FORTE AND NUTRIZYM TABLETS IN EQUIVALENT DOSAGE NO DIFFERENCES WERE FOUND IN THE EFFECTIVENESS OF THESE PRODUCTS AS MEASURED BY STOOL VOLUME NUMBER OF BOWEL ACTIONS FAECAL FAT EXCRETION AND URINE UREA EXCRETION NEITHER PRODUCT ELIMINATED THE STEATORRHOEA THOUGH THERE WAS NO LABORATORY EVIDENCE TO SUPPORT THEIR CHOICE NINE PATIENTS EXPRESSED A PREFERENCE FOR NUTRIZYM AT THE CONCLUSION OF THE TRIAL THIS PREFERENCE WAS BASED PARTLY ON THE SMALLER NUMBER OF TABLETS WHICH ARE REQUIRED
50;IN AN ATTEMPT TO RETARD DETERIORATION OF PULMONARY FUNCTION A YOUNG MAN WITH CYSTIC FIBROSIS UNDERWENT BRONCHO PULMONARY LAVAGE OF AN ENTIRE LUNG IN SPITE OF THEORETICAL ADVANTAGES THE LAVAGE PRODUCED AN ACUTE DETERIORATION IN THE PATIENT S CLINICAL AND PHYSIOLOGIC STATUS FROM WHICH HE HAD NOT RECOVERED ONE MONTH LATER WE CONCLUDE THAT BRONCHOPULMONARY LAVAGE IN CYSTIC FIBROSIS MAY BE HAZARDOUS AND SHOULD BE RESERVED FOR THOSE CASES IN WHICH CONVENTIONAL METHODS OF IMPROVING TRACHEOBRONCHIAL CLEARANCE HAVE FAILED
